Dance,Axwell /\ Ingrosso,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,83,0.0275,0.646,203000,0.741,0,F,0.312,-4.973,Minor,0.034,123.077,4/4,0.571
Dance,Avicii,Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,83,0.0018,0.653,181673,0.863,0,D,0.0406,-4.799,Major,0.0457,134.004,4/4,0.276
Dance,NOTD,I Wanna Know (feat. Bea Miller),18W92Zm1KjLCbUIszOhpkD,79,0.0253,0.661,197939,0.725,0,F#,0.123,-4.859,Major,0.0563,119.927,4/4,0.605
Dance,Kelly Clarkson,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,75,0.00165,0.662,188960,0.741,0.0303,C,0.114,-5.406,Major,0.0334,131,4/4,0.404
Dance,Ariana Grande,Let Me Love You,5AKlnLpP3WLwZseNbjquND,74,0.0295,0.528,223853,0.435,0,D,0.243,-8.363,Major,0.129,102.704,3/4,0.0781
Dance,Taylor Swift,Look What You Made Me Do,1JbR9RDP3ogVNEWFgNXAjh,77,0.204,0.766,211853,0.709,1.41e-05,A,0.126,-6.471,Minor,0.123,128.07,4/4,0.506
Dance,Shawn Mendes,Where Were You In The Morning?,376Gg7Oxo5C5jUWDWpVXeI,78,0.554,0.716,200600,0.519,0,G,0.0993,-7.472,Major,0.0554,87.963,4/4,0.466
Dance,P!nk,Just Give Me a Reason (feat. Nate Ruess),4VC5nFbYO4avKksJ9jN4pY,72,0.346,0.778,242733,0.547,0.000302,D,0.132,-7.273,Major,0.0489,95.002,4/4,0.441
Dance,Eurythmics,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,82,0.227,0.692,216933,0.711,0,C,0.12,-7.498,Minor,0.0317,125.135,4/4,0.875
Dance,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,75,0.119,0.689,229747,0.521,8.41e-05,C,0.108,-5.845,Major,0.132,95.055,4/4,0.178
Dance,Charlie Puth,The Way I Am,6qNALlmZa1ESnCxJmXE1K9,76,0.314,0.755,186080,0.769,2.38e-06,A#,0.0628,-5.658,Minor,0.186,114.966,4/4,0.642
Dance,Taylor Swift,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,72,0.0679,0.696,238253,0.602,2.11e-05,C,0.0696,-6.156,Minor,0.159,82.989,4/4,0.305
Dance,The Clash,Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,79,0.079,0.742,188987,0.833,0,D,0.384,-6.463,Major,0.115,113.375,4/4,0.816
Dance,Cyndi Lauper,Girls Just Want to Have Fun,4y1LsJpmMti1PfRQV9AWWe,75,0.22,0.71,238267,0.799,0.000602,F#,0.349,-4.897,Major,0.0328,120.372,4/4,0.725
Dance,Little Mix,Shout Out to My Ex,1pwo8l3Ko7idwaz4LVUEC4,80,0.0239,0.773,246240,0.747,8.23e-06,F,0.11,-4.061,Major,0.0889,126.014,4/4,0.8
Dance,Soulja Boy,Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,76,0.0175,0.761,193387,0.724,0,G,0.116,-3.818,Major,0.111,149.936,4/4,0.815
Dance,Taylor Swift,You Belong With Me,3GCL1PydwsLodcpv0Ll1ch,67,0.162,0.687,231133,0.783,1.35e-05,F#,0.114,-4.44,Major,0.0386,129.964,4/4,0.443
Dance,Lady Gaga,I Don't Know What Love Is,3PPeqAc0fCfFdh8cUYShn6,74,0.348,0.421,177293,0.535,0.000194,C,0.194,-6.556,Major,0.0288,62.671,4/4,0.221
Dance,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,69,0.247,0.262,252534,0.606,0,G#,0.125,-6.646,Major,0.0484,189.857,4/4,0.275
Dance,Chris Brown,Yo (Excuse Me Miss),1zpu1PZ8ecmcX525Z3X8cl,70,0.119,0.605,229040,0.633,0,C#,0.225,-5.899,Minor,0.251,87.26,4/4,0.592
Dance,James TW,When You Love Someone,1o6YK7phnXgsljfWSQQfWc,80,0.248,0.675,216373,0.444,0,G,0.0531,-6.067,Major,0.028,125.884,4/4,0.356
Dance,Lauv,i'm so tired... - MNEK remix,3vxt76P5lIYPUlGs4nD4dc,63,0.16,0.635,200000,0.87,0.000768,C,0.165,-9.198,Major,0.0476,108.989,4/4,0.146
Dance,The Police,Every Breath You Take - Remastered 2003,2sXp9Qmvc7mRaDBjBgcGGi,75,0.56,0.813,253887,0.46,0.0105,C#,0.0724,-9.78,Major,0.0346,117.387,4/4,0.729
Dance,Katy Perry,I Kissed A Girl,005lwxGU1tms6HGELIcUv9,68,0.00223,0.699,179640,0.76,0,F,0.132,-3.173,Major,0.0677,129.996,4/4,0.696
Dance,Justin Timberlake,My Love (feat. T.I.),4NeOWqHmlrGRuBvsLJC9rL,72,0.277,0.772,276160,0.68,1.17e-05,B,0.682,-5.881,Minor,0.224,119.953,4/4,0.807
Dance,Alessia Cara,How Far I'll Go - Alessia Cara Version,1ehPJRt49h6N0LoryqKZXq,72,0.124,0.317,175507,0.562,0.000144,A,0.0667,-9.609,Major,0.395,181.1,4/4,0.132
Dance,Halsey,Without Me - ILLENIUM Remix,4bw3ZyWA1ui0Adu285NWDl,73,0.483,0.639,248906,0.71,2.22e-06,F#,0.219,-3.358,Major,0.0479,136.004,4/4,0.373
Dance,Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,76,0.164,0.335,241107,0.625,0,G,0.0708,-7.462,Major,0.0386,150.277,4/4,0.346
Dance,Clean Bandit,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,81,0.259,0.707,212459,0.629,1.6e-05,C,0.138,-4.581,Minor,0.0563,122.863,4/4,0.457
Dance,Soulja Boy,Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,77,0.511,0.732,221933,0.724,0,C,0.0491,-2.104,Major,0.101,140.13,4/4,0.808
Dance,Empire of the Sun,Walking On A Dream,5r5cp9IpziiIsR6b93vcnQ,70,0.257,0.871,198440,0.701,7.52e-06,F,0.0589,-5.594,Minor,0.0458,126.975,4/4,0.716
Dance,Akon,Right Now (Na Na Na),1ARJhjuI6TNYZCxYygFQ4F,67,0.283,0.816,240747,0.851,0,G#,0.543,-4.166,Minor,0.19,137.968,4/4,0.568
Dance,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,80,0.075,0.696,216409,0.817,0,C#,0.187,-3.862,Major,0.109,98.064,4/4,0.782
Dance,Mariah Carey,Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,71,0.457,0.649,258133,0.531,0,E,0.249,-8.335,Major,0.0363,78.946,4/4,0.488
Dance,Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,78,0.61,0.837,205680,0.571,0.000898,F,0.0849,-8.273,Minor,0.0922,125.034,4/4,0.801
Dance,Selena Gomez,Fetish (feat. Gucci Mane),4lnAN2S1fcI0SjxEbksZVr,74,0.0198,0.707,186113,0.611,3.59e-06,D,0.0651,-4.474,Major,0.0639,123.006,4/4,0.285
Dance,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,70,0.0287,0.613,204664,0.681,0,G#,0.126,-3.089,Major,0.0778,97.621,4/4,0.619
Dance,Trey Songz,Chi Chi (feat. Chris Brown),0UvBmQOhu4DVXJtdzGc5eV,76,0.548,0.744,139567,0.549,0,A,0.137,-6.041,Minor,0.0387,110.004,4/4,0.277
Dance,Kacey Musgraves,Love Is A Wild Thing,5F5lmpwXkxAJtvZqEguTRo,68,0.266,0.623,256147,0.631,7.2e-06,A#,0.0931,-7.52,Major,0.0352,121.973,4/4,0.273
Dance,Niall Horan,Too Much To Ask,39jXnbACjiaiTwwhsr5sY5,78,0.381,0.509,223044,0.538,0,C,0.13,-6.456,Major,0.0397,153.711,4/4,0.178
Dance,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),5uu28fUesZMl89lf9CLrgN,70,0.0454,0.522,193569,0.833,0,C,0.127,-3.715,Major,0.0575,180.009,4/4,0.296
Dance,Britney Spears,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,77,0.3,0.751,211160,0.834,1.77e-05,C#,0.355,-5.444,Minor,0.0437,95.053,4/4,0.894
Dance,Wham!,Wake Me up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,79,0.272,0.62,231333,0.574,0,C,0.0607,-11.893,Major,0.0421,81.548,4/4,0.9
Dance,5 Seconds of Summer,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,68,0.000668,0.493,202496,0.956,0,C#,0.416,-4.221,Minor,0.138,160.006,4/4,0.47
Dance,Nicki Minaj,Bed (feat. Ariana Grande),3L4GsGLgxpHieVQH86H8bv,77,0.0348,0.757,189533,0.73,6.17e-05,G,0.136,-6.304,Major,0.187,90.013,4/4,0.451
Dance,Why Don't We,Trust Fund Baby,54j7EaJPDmSZYcNYvLSJ78,73,0.0629,0.624,184460,0.785,0,G#,0.135,-3.337,Major,0.0498,163.929,4/4,0.593
Dance,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,78,0.0642,0.893,223413,0.745,0,B,0.0943,-3.105,Minor,0.0571,101.018,4/4,0.872
Dance,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),2lYTJK94hb0fd1LQtb6Dhk,79,0.118,0.659,183750,0.738,0,E,0.115,-5.072,Minor,0.0477,127.95,4/4,0.481
Dance,One Direction,They Don't Know About Us,72C7aUQECOhNtnD0AC36ua,75,0.135,0.512,201693,0.754,0,C,0.0881,-6.031,Major,0.055,147.89,4/4,0.336
Dance,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,023OVLNzXhX0j7CxswUt6D,64,0.141,0.78,180560,0.68,1.2e-05,E,0.138,-6.081,Major,0.0305,118.026,4/4,0.594
Dance,Kehlani,The Way (feat. Chance the Rapper),6mzaCRuLTRiz1caGOum3zT,69,0.389,0.746,262521,0.538,0,A#,0.139,-6.479,Major,0.32,101.018,4/4,0.516
Dance,PRETTYMUCH,Solita (feat. Rich The Kid),35kFg7GL288P9IK0r5oSh5,72,0.0721,0.699,186482,0.855,0,B,0.0671,-2.728,Major,0.0528,124.947,4/4,0.726
Dance,Lady Gaga,Why Did You Do That?,1sv0BhPPnrUgQ6dziZlmuM,72,0.0304,0.792,184960,0.548,9.94e-06,B,0.339,-5.484,Minor,0.0582,116.008,4/4,0.445
Dance,The Black Eyed Peas,Pump It,6btyEL6NwUa97Nex9cZFvo,67,0.0109,0.646,213067,0.923,0,A,0.746,-3.108,Major,0.169,153.659,4/4,0.74
Dance,XO Cupid,True Colors (feat. Maya Avedis),4AMY0oGSt7vZwgxDnHCJBr,79,0.0796,0.636,184020,0.63,0,C,0.13,-6.396,Major,0.0346,104.845,4/4,0.454
Dance,Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),4ZJPwET9Jrgpkqi4Vo3Yg8,70,0.0283,0.656,197253,0.615,0,F,0.234,-6.252,Major,0.0539,139.91,4/4,0.366
Dance,Avicii,Lonely Together (feat. Rita Ora),75NhhYjHO43mvZgYtnXgti,79,0.176,0.65,181812,0.683,2.82e-05,F,0.0832,-5.284,Major,0.0704,102.968,4/4,0.228
